"carat","cut","color","clarity","depth","table","price","x","y","z"
0.3,"Very Good","D","VVS2",62.9,56,752,4.27,4.29,2.69
0.23,"Very Good","E","VVS1",62.1,58,530,3.9,3.93,2.43
2.1,"Premium","I","SI1",61.5,57,15007,8.25,8.21,5.06
1.01,"Ideal","J","VS2",61.3,56,4617,6.46,6.5,3.97
0.4,"Premium","E","SI1",61.3,59,737,4.69,4.74,2.89
1.5,"Premium","J","SI2",62.6,56,5268,7.24,7.11,4.51
0.71,"Ideal","I","VS1",61.9,55,2637,5.75,5.71,3.55
0.32,"Ideal","E","VVS2",61.3,55,1010,4.41,4.43,2.71
1,"Good","G","SI2",61.7,63,4493,6.36,6.37,3.93
0.71,"Ideal","D","SI2",61.9,56,2452,5.78,5.73,3.56
0.43,"Ideal","E","VS2",62.1,56,1048,4.87,4.83,3.01
0.33,"Premium","F","VS2",61.9,57,854,4.44,4.42,2.74
0.71,"Premium","J","SI1",61,61,1853,5.71,5.66,3.47
2.02,"Premium","F","SI2",61.7,58,18487,8.15,8.11,5.02
2.33,"Very Good","J","VS2",61.8,59,14801,8.41,8.56,5.24
0.34,"Ideal","F","VVS1",61.6,56,1174,4.5,4.53,2.78
0.57,"Very Good","E","SI1",60.3,57,1608,5.34,5.4,3.24
0.33,"Ideal","D","VS2",60.7,57,1002,4.5,4.46,2.72
0.7,"Ideal","H","VVS1",60.3,56,3524,5.77,5.82,3.49
1.09,"Ideal","E","VS2",60.6,58,7796,6.66,6.7,4.05
0.29,"Ideal","E","VVS2",61.9,56,815,4.22,4.24,2.62
1.04,"Very Good","I","SI1",63.2,54,4193,6.49,6.42,4.08
0.53,"Ideal","H","SI1",61.3,55,1268,5.23,5.27,3.22
1.27,"Ideal","G","IF",61.5,58,11157,6.95,6.99,4.29
0.9,"Premium","G","SI1",60.6,57,4455,6.28,6.2,3.78
0.32,"Ideal","E","VS1",61.4,56,898,4.42,4.44,2.72
0.37,"Good","E","VS2",63.5,56,681,4.55,4.59,2.9
0.7,"Very Good","F","VS2",58.9,57,2400,5.79,5.85,3.43
1.06,"Premium","I","SI1",61.9,57,4452,6.61,6.51,4.06
0.72,"Good","G","SI1",64,59,2074,5.63,5.59,3.59
0.92,"Very Good","H","VS1",62.9,58,4228,6.17,6.2,3.89
0.26,"Ideal","E","VVS2",62.9,58,554,4.02,4.06,2.54
0.5,"Ideal","G","VS1",62.3,55,1746,5.11,5.07,3.17
0.5,"Premium","F","SI1",62.7,61,1286,5.07,5.01,3.16
1.02,"Good","D","SI1",63.5,61,5497,6.27,6.35,4.01
0.9,"Premium","G","SI1",60.6,61,3774,6.21,6.16,3.75
0.33,"Premium","G","VVS2",60.9,57,965,4.5,4.43,2.72
1.23,"Premium","J","VS1",62.7,58,5412,6.79,6.82,4.27
0.25,"Ideal","G","VS2",61.4,57,459,4.08,4.1,2.51
0.34,"Ideal","F","VS1",62.1,57,956,4.53,4.49,2.8
0.38,"Ideal","E","SI2",62.1,54.1,628,4.64,4.69,2.9
2.2,"Premium","H","SI2",58.2,59,11147,8.52,8.47,4.94
0.41,"Very Good","I","SI1",63.3,60,680,4.71,4.64,2.96
1.01,"Very Good","F","SI1",60.3,60,4972,6.46,6.55,3.92
0.33,"Premium","I","VVS1",61.7,61,780,4.45,4.43,2.74
0.9,"Very Good","I","SI1",61,58,3407,6.19,6.23,3.79
0.35,"Ideal","F","VVS2",62.1,56,956,4.56,4.52,2.82
0.38,"Very Good","F","SI2",61,61,600,4.61,4.67,2.83
0.75,"Ideal","H","SI1",61.9,56,3011,5.81,5.85,3.61
1,"Good","H","SI1",63.7,60,4702,6.3,6.33,4.02
0.66,"Very Good","G","IF",60.5,59,3051,5.69,5.74,3.46
0.73,"Fair","F","VS1",58.6,66,3002,5.92,5.88,3.46
0.3,"Good","H","VVS2",63.4,57,605,4.21,4.24,2.68
0.56,"Ideal","D","VVS1",61.9,56,3496,5.32,5.28,3.28
1.02,"Ideal","I","VS1",60.2,57,4798,6.56,6.49,3.93
0.32,"Very Good","F","VS2",59.5,61,645,4.42,4.46,2.64
0.76,"Ideal","G","VS2",61.5,55,3183,5.92,5.88,3.63
0.3,"Very Good","G","VS2",63.1,58,630,4.27,4.23,2.68
1.01,"Good","E","VVS2",64.2,57,7293,6.3,6.34,4.06
0.34,"Ideal","D","SI1",61.5,53,626,4.51,4.53,2.78
0.71,"Ideal","G","SI2",62.8,57,1840,5.68,5.63,3.55
0.72,"Very Good","I","SI1",63.2,57,2345,5.71,5.75,3.62
0.33,"Ideal","E","VVS1",61.7,56,1052,4.46,4.42,2.74
1.72,"Premium","F","I1",60.1,58,7532,7.77,7.74,4.66
0.84,"Ideal","J","VS1",62,55,2456,6.07,6.06,3.76
1.22,"Premium","D","SI2",61.8,58,5643,6.86,6.8,4.22
0.38,"Very Good","H","VVS1",63.3,58,1033,4.62,4.57,2.91
1,"Premium","F","SI1",62.6,60,5197,6.3,6.32,3.95
