sample	chrom	start	end	nprobes	log2ratio
K562	chr2	221550001	221600000	36	-0.368
K562	chr2	221600001	221950000	31	-0.63454
K562	chr2	221950001	222250000	33	-0.62186
K562	chr2	222250001	222300000	54	-0.33194
K562	chr2	222300001	222400000	92	-0.41151
K562	chr2	222400001	222550000	43	-0.467
K562	chr2	222550001	222650000	20	-0.48143
K562	chr2	222650001	222700000	37	-0.18889
K562	chr2	222700001	222850000	40	-0.45695
K562	chr2	222850001	222900000	28	-0.21142
K562	chr2	222900001	223050000	38	-0.43959
K562	chr2	223050001	223200000	37	-0.51851
K562	chr2	223200001	223500000	29	-0.49195
K562	chr2	223500001	223600000	21	-0.52682
K562	chr2	223600001	223700000	25	-0.47715
K562	chr2	223700001	223800000	23	-0.52438
K562	chr2	223800001	223850000	26	-0.46353
K562	chr2	223850001	223900000	22	-0.62607
K562	chr2	223900001	223950000	28	-0.41918
K562	chr2	223950001	224000000	37	-0.4429
K562	chr2	224000001	224100000	48	-0.4533
K562	chr2	224100001	224400000	48	-0.48289
K562	chr2	224400001	224550000	52	-0.42103
K562	chr2	224550001	224800000	57	-0.48254
K562	chr2	224800001	224900000	25	-0.6105
K562	chr2	224900001	225000000	56	-0.57428
K562	chr2	225000001	225400000	52	-0.63152
K562	chr2	225400001	225750000	42	-0.58395
K562	chr2	225750001	226200000	58	-0.65926
K562	chr2	226200001	226450000	30	-0.64223
K562	chr2	226450001	226650000	31	-0.62536
K562	chr2	226650001	226750000	25	-0.59122
K562	chr2	226750001	226800000	39	-0.12539
K562	chr2	226800001	226900000	41	-0.31219
K562	chr2	226900001	226950000	21	-0.57443
K562	chr2	226950001	227150000	39	-0.48172
K562	chr2	227150001	227300000	40	-0.29191
K562	chr2	227300001	227350000	35	-0.46805
K562	chr2	227350001	227450000	36	-0.41757
K562	chr2	227450001	227500000	37	-0.38966
K562	chr2	227500001	227600000	22	-0.55279
K562	chr2	227600001	227700000	33	-0.60449
K562	chr2	227700001	227800000	41	-0.35309
K562	chr2	227800001	227850000	23	-0.44234
K562	chr2	227850001	228150000	55	-0.57637
K562	chr2	228150001	228650000	45	-0.48781
K562	chr2	228650001	229050000	26	-0.62409
K562	chr2	229050001	229250000	34	-0.70518
K562	chr2	229250001	229400000	38	-0.59472
K562	chr2	229400001	229700000	45	-0.61413
K562	chr2	229700001	229750000	23	-0.30774
K562	chr2	229750001	229850000	21	-0.46788
K562	chr2	229850001	229900000	22	-0.50775
K562	chr2	229900001	230050000	56	-0.34424
K562	chr2	230050001	230200000	49	-0.34164
K562	chr2	230200001	230300000	53	-0.40221
K562	chr2	230300001	230400000	23	-0.24105
K562	chr2	230400001	230550000	40	-0.28286
K562	chr2	230550001	230650000	24	-0.34435
K562	chr2	230650001	230700000	27	-0.36507
K562	chr2	230700001	230750000	28	-0.25642
K562	chr2	230750001	230800000	28	-0.42092
K562	chr2	230800001	230850000	28	-0.19785
K562	chr2	230850001	230900000	54	-0.10101
K562	chr2	230900001	230950000	33	-0.24302
K562	chr2	230950001	231000000	55	-0.39025
K562	chr2	231000001	231050000	24	-0.34319
K562	chr2	231050001	231100000	37	-0.25467
K562	chr2	231100001	231150000	27	-0.46196
K562	chr2	231150001	231200000	36	-0.19153
K562	chr2	231200001	231250000	24	-0.36875
K562	chr2	231250001	231350000	34	-0.44096
K562	chr2	231350001	231450000	85	-0.14073
K562	chr2	231450001	231500000	49	-0.079
K562	chr2	231500001	231550000	48	-0.11697
K562	chr2	231550001	231600000	23	-0.3056
K562	chr2	231600001	231650000	39	-0.11051
K562	chr2	231650001	231700000	36	-0.11442
K562	chr2	231700001	231750000	38	-0.10363
K562	chr2	231750001	231900000	71	-0.30813
K562	chr2	231900001	231950000	35	-0.09205
K562	chr2	231950001	232000000	29	-0.18203
K562	chr2	232000001	232200000	30	-0.40591
K562	chr2	232200001	232300000	24	-0.39216
K562	chr2	232300001	232350000	30	-0.11474
K562	chr2	232350001	232400000	36	-0.22605
K562	chr2	232400001	232450000	35	-0.23196
K562	chr2	232450001	232500000	41	-0.25789
K562	chr2	232500001	232550000	61	-0.27255
K562	chr2	232550001	232600000	43	-0.18005
K562	chr2	232600001	232650000	51	-0.17416
K562	chr2	232650001	232750000	35	-0.16685
K562	chr2	232750001	232850000	39	-0.45749
K562	chr2	232850001	232900000	57	-0.2465
K562	chr2	232900001	232950000	27	-0.1518
K562	chr2	232950001	233000000	21	-0.44216
K562	chr2	233000001	233050000	41	-0.38412
K562	chr2	233050001	233100000	52	-0.21523
K562	chr2	233100001	233200000	31	-0.23558
K562	chr2	233200001	233250000	32	-0.25749
K562	chr2	233250001	233300000	46	-0.30774
K562	chr2	233300001	233350000	43	-0.21669
K562	chr2	233350001	233400000	51	-0.30165
K562	chr2	233400001	233450000	42	-0.3222
K562	chr2	233450001	233550000	65	-0.18188
K562	chr2	233550001	233650000	33	-0.39307
K562	chr2	233650001	233700000	25	-0.50558
K562	chr2	233700001	233750000	21	-0.26801
K562	chr2	233750001	233800000	37	-0.42483
K562	chr2	233800001	233850000	32	-0.42043
K562	chr2	233850001	233900000	29	-0.22454
K562	chr2	233900001	233950000	22	-0.45786
K562	chr2	233950001	234050000	28	-0.5111
K562	chr2	234050001	234150000	26	-0.54623
K562	chr2	234150001	234250000	33	-0.42703
K562	chr2	234250001	234300000	22	-0.53996
K562	chr2	234300001	234400000	25	-0.53313
K562	chr2	234400001	234450000	28	-0.48829
K562	chr2	234450001	234650000	83	-0.44132
K562	chr2	234650001	234800000	34	-0.54633
K562	chr2	234800001	234950000	28	-0.44038
K562	chr2	234950001	235000000	69	-0.41848
K562	chr2	235000001	235050000	50	-0.39221
K562	chr2	235050001	235150000	39	-0.38189
K562	chr2	235150001	235350000	49	-0.45704
K562	chr2	235350001	235450000	26	-0.26661
K562	chr2	235450001	235500000	24	-0.34343
K562	chr2	235500001	235550000	46	-0.46557
K562	chr2	235550001	235650000	52	-0.42897
K562	chr2	235650001	235700000	32	-0.42066
K562	chr2	235700001	235750000	35	-0.50087
K562	chr2	235750001	235800000	40	-0.5848
K562	chr2	235800001	235850000	38	-0.53701
K562	chr2	235850001	235900000	30	-0.49062
K562	chr2	235900001	235950000	35	-0.38477
K562	chr2	235950001	236000000	31	-0.5771
K562	chr2	236000001	236100000	50	-0.48053
K562	chr2	236100001	236150000	41	-0.40545
K562	chr2	236150001	236200000	77	-0.23449
K562	chr2	236200001	236250000	34	-0.35214
K562	chr2	236250001	236350000	35	-0.44754
K562	chr2	236350001	236500000	30	-0.39047
K562	chr2	236500001	236550000	39	-0.48904
K562	chr2	236550001	236600000	44	-0.4398
K562	chr2	236600001	236700000	30	-0.48007
K562	chr2	236700001	236850000	56	-0.52921
K562	chr2	236850001	236950000	26	-0.53718
K562	chr2	236950001	237050000	29	-0.53338
K562	chr2	237050001	237150000	57	-0.47403
K562	chr2	237150001	237250000	34	-0.43928
K562	chr2	237250001	237300000	24	-0.54192
K562	chr2	237300001	237350000	26	-0.49634
K562	chr2	237350001	237400000	43	-0.43304
K562	chr2	237400001	237450000	43	-0.33491
K562	chr2	237450001	237500000	47	-0.38198
K562	chr2	237500001	237550000	32	-0.52579
K562	chr2	237550001	237600000	66	-0.29364
K562	chr2	237600001	237650000	41	-0.3895
K562	chr2	237650001	237700000	45	-0.21003
K562	chr2	237700001	237750000	50	-0.37567
K562	chr2	237750001	237850000	49	-0.37116
K562	chr2	237850001	237900000	48	-0.23301
K562	chr2	237900001	237950000	26	-0.25669
K562	chr2	237950001	238000000	36	-0.11635
K562	chr2	238000001	238050000	20	-0.33852
K562	chr2	238050001	238100000	44	-0.14189
K562	chr2	238100001	238150000	68	-0.03029
K562	chr2	238150001	238200000	59	-0.15007
K562	chr2	238200001	238250000	48	-0.01846
K562	chr2	238250001	238300000	53	-0.19568
K562	chr2	238300001	238350000	40	-0.2079
K562	chr2	238350001	238400000	20	-0.32117
K562	chr2	238400001	238450000	60	-0.18534
K562	chr2	238450001	238500000	28	-0.23053
K562	chr2	238500001	238550000	24	-0.37538
K562	chr2	238550001	238600000	35	-0.31679
K562	chr2	238600001	238700000	27	-0.52151
K562	chr2	238700001	238800000	38	-0.55114
K562	chr2	238800001	238903659	33	-0.42041
K562	chr2	238904048	238950000	26	-0.45561
K562	chr2	238950001	239000000	23	-0.27844
K562	chr2	239000001	239050000	48	-0.303
K562	chr2	239050001	239100000	89	-0.27234
K562	chr2	239100001	239150000	83	-0.27394
K562	chr2	239150001	239200000	94	-0.39964
K562	chr2	239200001	239250000	59	-0.34453
K562	chr2	239250001	239300000	59	-0.23015
K562	chr2	239300001	239350000	64	-0.22209
K562	chr2	239350001	239400000	72	-0.3777
K562	chr2	239400001	239450000	39	-0.16795
K562	chr2	239450001	239500000	32	-0.42412
K562	chr2	239500001	239550000	45	-0.27393
K562	chr2	239550001	239600000	31	-0.34902
K562	chr2	239600001	239650000	22	-0.35329
K562	chr2	239650001	239700000	27	-0.43936
K562	chr2	239700001	239750000	33	-0.39649
K562	chr2	239750001	239800000	24	-0.37862
K562	chr2	239800001	239900000	30	-0.34824
K562	chr2	239900001	239950000	45	-0.34494
K562	chr2	239950001	240000000	38	-0.38156
K562	chr2	240000001	240100000	55	-0.30356
K562	chr2	240100001	240150000	67	-0.29786
K562	chr2	240150001	240200000	21	-0.53556
K562	chr2	240200001	240250000	46	-0.28317
K562	chr2	240250001	240300000	38	-0.35878
K562	chr2	240300001	240350000	33	-0.43779
K562	chr2	240350001	240400000	41	-0.22721
K562	chr2	240400001	240450000	36	-0.34415
K562	chr2	240450001	240500000	48	-0.13589
K562	chr2	240500001	240550000	31	-0.31758
K562	chr2	240550001	240600000	104	-0.08292
K562	chr2	240600001	240700000	75	-0.23176
K562	chr2	240700001	240750000	38	-0.34948
K562	chr2	240750001	240800000	33	-0.35031
K562	chr2	240800001	240850000	42	-0.36675
K562	chr2	240850001	240900000	56	-0.22431
K562	chr2	240900001	240950000	52	-0.19314
K562	chr2	240950001	241000000	66	-0.21776
K562	chr2	241000001	241050000	44	-0.23888
K562	chr2	241050001	241100000	49	-0.25025
K562	chr2	241100001	241150000	79	-0.24718
K562	chr2	241150001	241200000	51	-0.19744
K562	chr2	241200001	241250000	73	-0.20798
K562	chr2	241250001	241300000	53	-0.26778
K562	chr2	241300001	241350000	47	-0.13653
K562	chr2	241350001	241450000	58	-0.29948
K562	chr2	241450001	241500000	38	-0.15672
K562	chr2	241500001	241550000	61	-0.10827
K562	chr2	241550001	241600000	50	-0.14868
K562	chr2	241600001	241650000	64	-0.20642
K562	chr2	241650001	241700000	89	-0.15839
K562	chr2	241700001	241750000	98	-0.06731
K562	chr2	241750001	241800000	67	-0.16928
K562	chr2	241800001	241850000	83	-0.05988
K562	chr2	241850001	241900000	96	-0.03577
K562	chr2	241900001	241950000	66	-0.07355
K562	chr2	241950001	242000000	54	-0.16843
K562	chr2	242000001	242050000	49	-0.23852
K562	chr2	242050001	242183529	33	-0.22828
K562	chr3	10001	350000	67	0.06819
K562	chr3	350001	550000	27	0.07087
K562	chr3	550001	1150000	48	0.01516
K562	chr3	1150001	2500000	69	0.09699
K562	chr3	2500001	2850000	23	0.0894
K562	chr3	2850001	3100000	55	0.09369
K562	chr3	3100001	3150000	37	0.21462
K562	chr3	3150001	3200000	30	0.13781
K562	chr3	3200001	3800000	48	0.09832
K562	chr3	3800001	4300000	43	0.11872
K562	chr3	4300001	4450000	50	0.20531
K562	chr3	4450001	4500000	34	0.27151
K562	chr3	4500001	4550000	26	0.27714
K562	chr3	4550001	4700000	38	0.20251
K562	chr3	4700001	4750000	27	0.21016
K562	chr3	4750001	4800000	32	0.23818
K562	chr3	4800001	4850000	35	0.17716
K562	chr3	4850001	4950000	41	0.22823
K562	chr3	4950001	5000000	67	0.23752
K562	chr3	5000001	5050000	30	0.2426
K562	chr3	5050001	5100000	21	0.13017
K562	chr3	5100001	5150000	33	0.25276
K562	chr3	5150001	5200000	32	0.29403
K562	chr3	5200001	6850000	116	0.12931
K562	chr3	6850001	7300000	36	0.02537
K562	chr3	7300001	8350000	69	0.0062
K562	chr3	8350001	8450000	23	0.02909
K562	chr3	8450001	8500000	21	0.0827
K562	chr3	8500001	8550000	33	0.10399
K562	chr3	8550001	8600000	20	0.02813
K562	chr3	8600001	8650000	29	0.03085
K562	chr3	8650001	8700000	22	0.03888
K562	chr3	8700001	8750000	24	0.00746
K562	chr3	8750001	8950000	54	0.22363
K562	chr3	8950001	9000000	37	0.10862
K562	chr3	9000001	9100000	28	0.04363
K562	chr3	9100001	9150000	26	0.12813
K562	chr3	9150001	9200000	29	0.07394
K562	chr3	9200001	9350000	64	0.17736
K562	chr3	9350001	9400000	49	0.26822
K562	chr3	9400001	9550000	44	0.22467
K562	chr3	9550001	9600000	25	0.17587
K562	chr3	9600001	9700000	43	0.19151
K562	chr3	9700001	9750000	65	0.27088
K562	chr3	9750001	9800000	76	0.2382
K562	chr3	9800001	9850000	75	0.24083
K562	chr3	9850001	9900000	45	0.19316
K562	chr3	9900001	9950000	80	0.24495
K562	chr3	9950001	10000000	37	0.23965
K562	chr3	10000001	10100000	46	0.24969
K562	chr3	10100001	10150000	93	0.28957
K562	chr3	10150001	10200000	33	0.23847
K562	chr3	10200001	10250000	45	0.2541
K562	chr3	10250001	10300000	54	0.25785
K562	chr3	10300001	10350000	47	0.17901
K562	chr3	10350001	10400000	43	0.12458
K562	chr3	10400001	10450000	23	0.09835
K562	chr3	10450001	10500000	27	0.03751
K562	chr3	10500001	10600000	46	0.04499
K562	chr3	10600001	10750000	31	0.16491
K562	chr3	10750001	10800000	23	0.01055
K562	chr3	10800001	10950000	49	0.21173
K562	chr3	10950001	11000000	37	0.0925
K562	chr3	11000001	11150000	76	0.05503
K562	chr3	11150001	11200000	27	0.15394
K562	chr3	11200001	11250000	22	0.13722
K562	chr3	11250001	11550000	92	0.19093
K562	chr3	11550001	11600000	72	0.31214
K562	chr3	11600001	11700000	84	0.27308
K562	chr3	11700001	11800000	52	0.18842
K562	chr3	11800001	12000000	51	0.152
K562	chr3	12000001	12150000	24	0.1551
K562	chr3	12150001	12250000	45	0.0874
K562	chr3	12250001	12350000	48	0.2044
K562	chr3	12350001	12450000	36	0.13638
K562	chr3	12450001	12500000	31	0.18068
K562	chr3	12500001	12550000	37	0.22505
K562	chr3	12550001	12600000	47	0.25142
K562	chr3	12600001	12650000	44	0.23326
K562	chr3	12650001	12750000	37	0.22055
K562	chr3	12750001	12800000	40	0.20122
K562	chr3	12800001	12850000	54	0.11923
K562	chr3	12850001	12900000	37	0.24259
K562	chr3	12900001	12950000	39	0.24188
K562	chr3	12950001	13000000	63	0.25074
K562	chr3	13000001	13050000	38	0.25437
K562	chr3	13050001	13100000	46	0.31481
K562	chr3	13100001	13150000	29	0.10946
K562	chr3	13150001	13200000	20	0.09024
K562	chr3	13200001	13250000	32	0.16114
K562	chr3	13250001	13300000	30	0.15384
K562	chr3	13300001	13350000	23	0.22936
K562	chr3	13350001	13400000	27	0.16599
K562	chr3	13400001	13450000	20	0.2541
K562	chr3	13450001	13500000	66	0.25788
K562	chr3	13500001	13550000	45	0.12879
K562	chr3	13550001	13600000	35	0.19725
K562	chr3	13600001	13650000	35	0.16821
K562	chr3	13650001	13750000	40	0.1489
K562	chr3	13750001	13800000	20	0.08421
K562	chr3	13800001	13850000	29	0.01038
K562	chr3	13850001	13900000	52	0.18174
K562	chr3	13900001	14100000	27	0.20713
K562	chr3	14100001	14150000	43	0.2752
K562	chr3	14150001	14200000	43	0.27632
K562	chr3	14200001	14250000	24	0.1081
K562	chr3	14250001	14300000	35	0.21936
K562	chr3	14300001	14350000	30	0.2191
K562	chr3	14350001	14400000	28	0.27029
K562	chr3	14400001	14450000	50	0.26768
K562	chr3	14450001	14500000	37	0.19384
K562	chr3	14500001	14550000	57	0.1828
K562	chr3	14550001	14600000	34	0.17603
K562	chr3	14600001	14650000	25	0.17147
K562	chr3	14650001	14750000	44	0.17742
K562	chr3	14750001	14800000	20	0.0717
K562	chr3	14800001	14900000	56	0.13704
K562	chr3	14900001	15000000	54	0.21659
K562	chr3	15000001	15050000	26	0.095
K562	chr3	15050001	15100000	54	0.22772
K562	chr3	15100001	15200000	21	0.1244
K562	chr3	15200001	15250000	20	0.28055
K562	chr3	15250001	15300000	37	0.16579
K562	chr3	15300001	15400000	62	0.21911
K562	chr3	15400001	15450000	43	0.17169
K562	chr3	15450001	15500000	22	0.05097
K562	chr3	15500001	15600000	20	0.1543
K562	chr3	15600001	15750000	65	0.19848
K562	chr3	15750001	15850000	44	0.20877
K562	chr3	15850001	16050000	42	0.13083
K562	chr3	16050001	16150000	30	0.04162
K562	chr3	16150001	16200000	27	-0.04384
K562	chr3	16200001	16250000	20	0.08841
K562	chr3	16250001	16300000	29	0.10409
K562	chr3	16300001	16450000	66	0.1001
K562	chr3	16450001	16500000	23	-0.02467
K562	chr3	16500001	16600000	49	0.17406
K562	chr3	16600001	16650000	21	0.18769
K562	chr3	16650001	16800000	21	-0.13413
K562	chr3	16800001	16850000	23	0.14573
K562	chr3	16850001	16900000	20	0.23513
K562	chr3	16900001	17000000	26	0.1841
K562	chr3	17000001	17150000	34	0.05788
K562	chr3	17150001	17400000	31	0.18447
K562	chr3	17400001	17700000	36	0.27076
K562	chr3	17700001	17950000	43	0.26293
K562	chr3	17950001	18200000	34	0.06229
K562	chr3	18200001	18400000	23	-0.00466
K562	chr3	18400001	18800000	81	0.12991
K562	chr3	18800001	19100000	25	0.08346
K562	chr3	19100001	19350000	30	0.08148
K562	chr3	19350001	19900000	28	0.18419
K562	chr3	19900001	20000000	33	0.26269
K562	chr3	20000001	20050000	27	0.2725
K562	chr3	20050001	20150000	22	0.27
K562	chr3	20150001	20350000	50	0.23399
K562	chr3	20350001	21250000	36	0.1749
K562	chr3	21250001	21950000	74	0.15069
K562	chr3	21950001	22550000	43	0.09209
K562	chr3	22550001	23200000	52	0.04359
K562	chr3	23200001	23400000	44	0.20468
K562	chr3	23400001	23600000	31	0.07896
K562	chr3	23600001	23800000	55	0.14283
K562	chr3	23800001	23900000	67	0.1587
K562	chr3	23900001	24150000	86	0.19143
K562	chr3	24150001	24250000	23	0.1537
K562	chr3	24250001	24450000	25	0.22479
K562	chr3	24450001	24500000	45	0.3705
K562	chr3	24500001	24650000	28	0.22806
K562	chr3	24650001	24800000	20	0.09308
K562	chr3	24800001	25000000	22	0.16126
K562	chr3	25000001	25300000	35	0.15765
K562	chr3	25300001	25400000	21	0.11317
K562	chr3	25400001	25450000	28	0.07409
K562	chr3	25450001	25550000	23	0.13108
K562	chr3	25550001	25650000	30	0.24566
K562	chr3	25650001	25750000	30	0.27276
K562	chr3	25750001	25850000	45	0.31401
K562	chr3	25850001	26000000	24	0.05457
K562	chr3	26000001	26600000	24	-0.00964
K562	chr3	26600001	27100000	50	0.08803
K562	chr3	27100001	27350000	41	0.00544
K562	chr3	27350001	27450000	35	0.13547
K562	chr3	27450001	27500000	27	0.36888
K562	chr3	27500001	27600000	25	-0.0471
K562	chr3	27600001	27700000	24	0.02316
K562	chr3	27700001	27800000	81	0.13581
K562	chr3	27800001	28200000	41	0.01046
K562	chr3	28200001	28300000	28	0.1919
K562	chr3	28300001	28550000	45	0.23799
K562	chr3	28550001	28900000	29	0.03926
K562	chr3	28900001	29250000	31	0.04955
K562	chr3	29250001	29300000	22	0.01872
K562	chr3	29300001	29500000	42	-0.02706
K562	chr3	29500001	29750000	34	-0.00356
K562	chr3	29750001	30150000	31	-0.01196
K562	chr3	30150001	30300000	20	0.0602
K562	chr3	30300001	30500000	37	0.04622
K562	chr3	30500001	30600000	22	-0.04188
K562	chr3	30600001	30650000	44	0.1904
K562	chr3	30650001	30850000	44	-0.04485
K562	chr3	30850001	31050000	24	0.07575
K562	chr3	31050001	31200000	24	0.08638
K562	chr3	31200001	31350000	29	-0.01568
K562	chr3	31350001	31500000	25	0.05887
K562	chr3	31500001	31700000	51	0.26033
K562	chr3	31700001	31800000	38	-0.00247
K562	chr3	31800001	31900000	28	0.00427
K562	chr3	31900001	31950000	23	-0.06723
K562	chr3	31950001	32000000	28	0.19096
K562	chr3	32000001	32100000	23	0.09578
K562	chr3	32100001	32200000	46	0.19672
K562	chr3	32200001	32250000	20	0.17182
K562	chr3	32250001	32350000	29	0.1552
K562	chr3	32350001	32400000	44	0.18654
K562	chr3	32400001	32450000	36	0.16839
K562	chr3	32450001	32500000	26	0.17079
K562	chr3	32500001	32550000	24	0.2376
K562	chr3	32550001	32650000	28	0.29621
K562	chr3	32650001	32750000	34	0.26357
K562	chr3	32750001	32800000	22	0.15763
K562	chr3	32800001	32850000	44	0.23079
K562	chr3	32850001	33000000	55	0.22546
K562	chr3	33000001	33050000	23	0.24831
K562	chr3	33050001	33100000	41	0.21937
K562	chr3	33100001	33250000	55	0.2136
K562	chr3	33250001	33400000	39	0.20231
K562	chr3	33400001	33450000	43	0.20442
K562	chr3	33450001	33700000	51	0.25308
K562	chr3	33700001	33750000	28	0.24395
K562	chr3	33750001	34000000	54	0.22639
K562	chr3	34000001	34500000	51	0.06734
K562	chr3	34500001	35600000	29	0.09483
K562	chr3	35600001	35650000	24	0.12107
K562	chr3	35650001	35700000	37	0.04191
K562	chr3	35700001	36350000	52	0.0519
K562	chr3	36350001	36700000	39	0.05847
K562	chr3	36700001	36750000	24	0.09211
K562	chr3	36750001	36850000	23	0.17784
K562	chr3	36850001	36900000	25	0.28169
K562	chr3	36900001	36950000	34	0.19792
K562	chr3	36950001	37000000	59	0.23948
K562	chr3	37000001	37150000	64	0.21888
